Phylum,Genus,Sample_ID,Abundance,Group
Outros,Outros,A146,422,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,340,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,102,TEA
Outros,Outros,A146,22,TEA
Outros,Outros,A146,357,TEA
Outros,Outros,A146,16,TEA
Outros,Outros,A146,157,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,38,TEA
Outros,Outros,A146,61,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,153,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,827,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,6,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,29,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,25,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,163,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,502,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,6,TEA
Outros,Outros,A146,68,TEA
Outros,Outros,A146,167,TEA
Outros,Outros,A146,131,TEA
Outros,Outros,A146,99,TEA
Outros,Outros,A146,49,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,97,TEA
Outros,Outros,A146,102,TEA
Outros,Outros,A146,158,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,18,TEA
Outros,Outros,A146,70,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,25,TEA
Outros,Outros,A146,42,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,10037,TEA
Outros,Outros,A146,1311,TEA
Outros,Outros,A146,93,TEA
Outros,Outros,A146,13,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,612,TEA
Outros,Outros,A146,46,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,28,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,62,TEA
Outros,Outros,A146,20,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,22,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,208,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,6,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,24,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,21,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,18,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,77,TEA
Outros,Outros,A146,93,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,25,TEA
Outros,Outros,A146,14,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,12,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,157,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,6,TEA
Outros,Outros,A146,66,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,48,TEA
Outros,Outros,A146,12,TEA
Outros,Outros,A146,23,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,7,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,19,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,64,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,434,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,318,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,43,TEA
Outros,Outros,A146,295,TEA
Outros,Outros,A146,46,TEA
Outros,Outros,A146,34,TEA
Outros,Outros,A146,7,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,15,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,45,TEA
Outros,Outros,A146,183,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,36,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,577,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,182,TEA
Outros,Outros,A146,7,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,16,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,16,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,20,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,76,TEA
Outros,Outros,A146,124,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,38,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,2730,TEA
Outros,Outros,A146,6,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,245,TEA
Outros,Outros,A146,8,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,38,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,52,TEA
Outros,Outros,A146,81,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,163,TEA
Outros,Outros,A146,249,TEA
Outros,Outros,A146,77,TEA
Outros,Outros,A146,7,TEA
Outros,Outros,A146,11,TEA
Outros,Outros,A146,292,TEA
Outros,Outros,A146,14,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,40,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,28,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,32,TEA
Outros,Outros,A146,45,TEA
Outros,Outros,A146,15,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,64,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,72,TEA
Outros,Outros,A146,17,TEA
Outros,Outros,A146,11,TEA
Outros,Outros,A146,183,TEA
Outros,Outros,A146,5,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,166,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,121,TEA
Outros,Outros,A146,84,TEA
Outros,Outros,A146,32,TEA
Outros,Outros,A146,38,TEA
Outros,Outros,A146,53,TEA
Outros,Outros,A146,44,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,11,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,218,TEA
Outros,Outros,A146,13,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,22,TEA
Outros,Outros,A146,13,TEA
Outros,Outros,A146,10,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,35,TEA
Outros,Outros,A146,35,TEA
Outros,Outros,A146,23,TEA
Outros,Outros,A146,71,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,25,TEA
Outros,Outros,A146,17,TEA
Outros,Outros,A146,493,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,134,TEA
Outros,Outros,A146,12,TEA
Outros,Outros,A146,24,TEA
Outros,Outros,A146,86,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,50,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,22,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,4,TEA
Outros,Outros,A146,2,TEA
Outros,Outros,A146,6,TEA
Outros,Outros,A146,25,TEA
Outros,Outros,A146,84,TEA
Outros,Outros,A146,12,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,21,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,21,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,75,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,3,TEA
Outros,Outros,A146,1,TEA
Outros,Outros,A147,22,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,62,TEA
Outros,Outros,A147,41,TEA
Outros,Outros,A147,196,TEA
Outros,Outros,A147,63,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,48,TEA
Outros,Outros,A147,471,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,13,TEA
Outros,Outros,A147,31,TEA
Outros,Outros,A147,21,TEA
Outros,Outros,A147,205,TEA
Outros,Outros,A147,100,TEA
Outros,Outros,A147,30,TEA
Outros,Outros,A147,20,TEA
Outros,Outros,A147,31,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,1125,TEA
Outros,Outros,A147,11,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,15,TEA
Outros,Outros,A147,155,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,103,TEA
Outros,Outros,A147,1315,TEA
Outros,Outros,A147,10,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,40,TEA
Outros,Outros,A147,93,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,24,TEA
Outros,Outros,A147,133,TEA
Outros,Outros,A147,25,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2057,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,10,TEA
Outros,Outros,A147,9,TEA
Outros,Outros,A147,74,TEA
Outros,Outros,A147,42,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,34,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,43,TEA
Outros,Outros,A147,39,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,14,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,7,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,17,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,22,TEA
Outros,Outros,A147,66,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,12,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,514,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,34,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,451,TEA
Outros,Outros,A147,149,TEA
Outros,Outros,A147,161,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,56,TEA
Outros,Outros,A147,58,TEA
Outros,Outros,A147,380,TEA
Outros,Outros,A147,302,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,20,TEA
Outros,Outros,A147,18,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,22,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,30,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,25,TEA
Outros,Outros,A147,7,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,66,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,129,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,128,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,83,TEA
Outros,Outros,A147,56,TEA
Outros,Outros,A147,9,TEA
Outros,Outros,A147,104,TEA
Outros,Outros,A147,122,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,64,TEA
Outros,Outros,A147,7,TEA
Outros,Outros,A147,11,TEA
Outros,Outros,A147,28,TEA
Outros,Outros,A147,78,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,16,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,10597,TEA
Outros,Outros,A147,23,TEA
Outros,Outros,A147,858,TEA
Outros,Outros,A147,596,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,1247,TEA
Outros,Outros,A147,41,TEA
Outros,Outros,A147,25,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,147,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,9,TEA
Outros,Outros,A147,16,TEA
Outros,Outros,A147,87,TEA
Outros,Outros,A147,26,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,9,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,57,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,29,TEA
Outros,Outros,A147,24,TEA
Outros,Outros,A147,28,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,75,TEA
Outros,Outros,A147,11,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,32,TEA
Outros,Outros,A147,83,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,7,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,856,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,7,TEA
Outros,Outros,A147,51,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,46,TEA
Outros,Outros,A147,198,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,96,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,495,TEA
Outros,Outros,A147,56,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,18,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,22,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,17,TEA
Outros,Outros,A147,597,TEA
Outros,Outros,A147,217,TEA
Outros,Outros,A147,15,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,81,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,13,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,16,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,39,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,41,TEA
Outros,Outros,A147,66,TEA
Outros,Outros,A147,206,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,194,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,98,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,695,TEA
Outros,Outros,A147,160,TEA
Outros,Outros,A147,36,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,50,TEA
Outros,Outros,A147,31,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,17,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,14,TEA
Outros,Outros,A147,15,TEA
Outros,Outros,A147,51,TEA
Outros,Outros,A147,7,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,18,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,14,TEA
Outros,Outros,A147,139,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,15,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,58,TEA
Outros,Outros,A147,399,TEA
Outros,Outros,A147,12,TEA
Outros,Outros,A147,172,TEA
Outros,Outros,A147,226,TEA
Outros,Outros,A147,27,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,17,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,268,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,14,TEA
Outros,Outros,A147,11,TEA
Outros,Outros,A147,60,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,11,TEA
Outros,Outros,A147,19,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,100,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,40,TEA
Outros,Outros,A147,566,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,6,TEA
Outros,Outros,A147,29,TEA
Outros,Outros,A147,52,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,15,TEA
Outros,Outros,A147,2,TEA
Outros,Outros,A147,5,TEA
Outros,Outros,A147,4,TEA
Outros,Outros,A147,3,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,52,TEA
Outros,Outros,A147,115,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,61,TEA
Outros,Outros,A147,8,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,10,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,142,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A147,35,TEA
Outros,Outros,A147,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,10,TEA
Outros,Outros,A148,23,TEA
Outros,Outros,A148,24,TEA
Outros,Outros,A148,604,TEA
Outros,Outros,A148,18,TEA
Outros,Outros,A148,11,TEA
Outros,Outros,A148,47,TEA
Outros,Outros,A148,382,TEA
Outros,Outros,A148,6,TEA
Outros,Outros,A148,5,TEA
Outros,Outros,A148,21,TEA
Outros,Outros,A148,57,TEA
Outros,Outros,A148,47,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,11,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1889,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,152,TEA
Outros,Outros,A148,1022,TEA
Outros,Outros,A148,361,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,9,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,11,TEA
Outros,Outros,A148,3241,TEA
Outros,Outros,A148,88,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,7,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,187,TEA
Outros,Outros,A148,8,TEA
Outros,Outros,A148,16,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3846,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,98,TEA
Outros,Outros,A148,38,TEA
Outros,Outros,A148,7,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,9,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,7,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,5,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,94,TEA
Outros,Outros,A148,13,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,19,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,11,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,9,TEA
Outros,Outros,A148,9,TEA
Outros,Outros,A148,51,TEA
Outros,Outros,A148,6,TEA
Outros,Outros,A148,6,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,771,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,20,TEA
Outros,Outros,A148,14,TEA
Outros,Outros,A148,271,TEA
Outros,Outros,A148,18,TEA
Outros,Outros,A148,259,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,28,TEA
Outros,Outros,A148,28,TEA
Outros,Outros,A148,51,TEA
Outros,Outros,A148,211,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,23,TEA
Outros,Outros,A148,20,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,9,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,27,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,21,TEA
Outros,Outros,A148,59,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,109,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,288,TEA
Outros,Outros,A148,6,TEA
Outros,Outros,A148,145,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,17,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,16,TEA
Outros,Outros,A148,43,TEA
Outros,Outros,A148,23,TEA
Outros,Outros,A148,46,TEA
Outros,Outros,A148,166,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,6,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,31,TEA
Outros,Outros,A148,369,TEA
Outros,Outros,A148,5,TEA
Outros,Outros,A148,7,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,4362,TEA
Outros,Outros,A148,23,TEA
Outros,Outros,A148,497,TEA
Outros,Outros,A148,29,TEA
Outros,Outros,A148,814,TEA
Outros,Outros,A148,28,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,62,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,48,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,9,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,3,TEA
Outros,Outros,A148,4,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,2,TEA
Outros,Outros,A148,61,TEA
Outros,Outros,A148,1,TEA
Outros,Outros,A148,5,TEA
