Phylum,Genus,Sample_ID,Abundance,Group
Outros,Outros,A86,6,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,50,TEA
Outros,Outros,A86,6,TEA
Outros,Outros,A86,28,TEA
Outros,Outros,A86,370,TEA
Outros,Outros,A86,11,TEA
Outros,Outros,A86,22,TEA
Outros,Outros,A86,11,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,92,TEA
Outros,Outros,A86,9,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,9,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,12,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,10,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,19,TEA
Outros,Outros,A86,5,TEA
Outros,Outros,A86,12,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1741,TEA
Outros,Outros,A86,5,TEA
Outros,Outros,A86,8,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,6,TEA
Outros,Outros,A86,48,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,113,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,16,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,28,TEA
Outros,Outros,A86,295,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,12,TEA
Outros,Outros,A86,50,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,238,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,8,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,32,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,38,TEA
Outros,Outros,A86,6,TEA
Outros,Outros,A86,16,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,101,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,13,TEA
Outros,Outros,A86,8,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,177,TEA
Outros,Outros,A86,224,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,19,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,12,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,65,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,16,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,23,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,50,TEA
Outros,Outros,A86,135,TEA
Outros,Outros,A86,46,TEA
Outros,Outros,A86,8,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,171,TEA
Outros,Outros,A86,439,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,128,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,99,TEA
Outros,Outros,A86,92,TEA
Outros,Outros,A86,7,TEA
Outros,Outros,A86,82,TEA
Outros,Outros,A86,15,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,135,TEA
Outros,Outros,A86,7,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,9,TEA
Outros,Outros,A86,40,TEA
Outros,Outros,A86,44,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,7,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,8,TEA
Outros,Outros,A86,22,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,270,TEA
Outros,Outros,A86,7,TEA
Outros,Outros,A86,5,TEA
Outros,Outros,A86,8,TEA
Outros,Outros,A86,9,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,43,TEA
Outros,Outros,A86,1151,TEA
Outros,Outros,A86,526,TEA
Outros,Outros,A86,26,TEA
Outros,Outros,A86,26,TEA
Outros,Outros,A86,153,TEA
Outros,Outros,A86,46,TEA
Outros,Outros,A86,24,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,103,TEA
Outros,Outros,A86,19,TEA
Outros,Outros,A86,11,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,18,TEA
Outros,Outros,A86,89,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,20,TEA
Outros,Outros,A86,80,TEA
Outros,Outros,A86,11,TEA
Outros,Outros,A86,112,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,218,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,6,TEA
Outros,Outros,A86,5,TEA
Outros,Outros,A86,10,TEA
Outros,Outros,A86,442,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,100,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,3,TEA
Outros,Outros,A86,47,TEA
Outros,Outros,A86,2,TEA
Outros,Outros,A86,6,TEA
Outros,Outros,A86,15,TEA
Outros,Outros,A86,35,TEA
Outros,Outros,A86,216,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,65,TEA
Outros,Outros,A86,4,TEA
Outros,Outros,A86,6,TEA
Outros,Outros,A86,35,TEA
Outros,Outros,A86,16,TEA
Outros,Outros,A86,96,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A86,5,TEA
Outros,Outros,A86,1253,TEA
Outros,Outros,A86,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,150,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,28,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,454,TEA
Outros,Outros,A87,167,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,21,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,229,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,22,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,71,TEA
Outros,Outros,A87,48,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,10,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,106,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,111,TEA
Outros,Outros,A87,88,TEA
Outros,Outros,A87,1330,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,48,TEA
Outros,Outros,A87,168,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,607,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,2327,TEA
Outros,Outros,A87,21,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,17,TEA
Outros,Outros,A87,19,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,66,TEA
Outros,Outros,A87,34,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,25,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,40,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,10,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,68,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,32,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,26,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,18,TEA
Outros,Outros,A87,22,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,2515,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,95,TEA
Outros,Outros,A87,23,TEA
Outros,Outros,A87,990,TEA
Outros,Outros,A87,55,TEA
Outros,Outros,A87,626,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,31,TEA
Outros,Outros,A87,691,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,143,TEA
Outros,Outros,A87,798,TEA
Outros,Outros,A87,32,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,17,TEA
Outros,Outros,A87,23,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,78,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,18,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,250,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,132,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,21,TEA
Outros,Outros,A87,46,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,109,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,19,TEA
Outros,Outros,A87,89,TEA
Outros,Outros,A87,58,TEA
Outros,Outros,A87,10,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,16,TEA
Outros,Outros,A87,128,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,12,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,98,TEA
Outros,Outros,A87,155,TEA
Outros,Outros,A87,143,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,32,TEA
Outros,Outros,A87,4374,TEA
Outros,Outros,A87,27,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,359,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,37,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,17,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,124,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,10,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,25,TEA
Outros,Outros,A87,11,TEA
Outros,Outros,A87,16,TEA
Outros,Outros,A87,117,TEA
Outros,Outros,A87,50,TEA
Outros,Outros,A87,23,TEA
Outros,Outros,A87,76,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,23,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,1404,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,39,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,19,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,45,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,28,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,26,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,26,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1626,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,99,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,12,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,18,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,14,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,84,TEA
Outros,Outros,A87,481,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,23,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,693,TEA
Outros,Outros,A87,22,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,215,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,38,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,20,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,992,TEA
Outros,Outros,A87,502,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,35,TEA
Outros,Outros,A87,22,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,67,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,15,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,37,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,122,TEA
Outros,Outros,A87,34,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,90,TEA
Outros,Outros,A87,132,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,81,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,71,TEA
Outros,Outros,A87,123,TEA
Outros,Outros,A87,21,TEA
Outros,Outros,A87,80,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,140,TEA
Outros,Outros,A87,107,TEA
Outros,Outros,A87,30,TEA
Outros,Outros,A87,20,TEA
Outros,Outros,A87,34,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,42,TEA
Outros,Outros,A87,167,TEA
Outros,Outros,A87,460,TEA
Outros,Outros,A87,10,TEA
Outros,Outros,A87,15,TEA
Outros,Outros,A87,20,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,28,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,19,TEA
Outros,Outros,A87,209,TEA
Outros,Outros,A87,150,TEA
Outros,Outros,A87,8,TEA
Outros,Outros,A87,57,TEA
Outros,Outros,A87,41,TEA
Outros,Outros,A87,115,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,38,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,125,TEA
Outros,Outros,A87,13,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,5,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,60,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,64,TEA
Outros,Outros,A87,106,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,220,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1212,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,6,TEA
Outros,Outros,A87,145,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,97,TEA
Outros,Outros,A87,3,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,9,TEA
Outros,Outros,A87,52,TEA
Outros,Outros,A87,333,TEA
Outros,Outros,A87,2,TEA
Outros,Outros,A87,22,TEA
Outros,Outros,A87,7,TEA
Outros,Outros,A87,4,TEA
Outros,Outros,A87,38,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,190,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,1,TEA
Outros,Outros,A87,44,TEA
Outros,Outros,A88,30,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,9,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,963,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,10,TEA
Outros,Outros,A88,60,TEA
Outros,Outros,A88,412,TEA
Outros,Outros,A88,53,TEA
Outros,Outros,A88,7,TEA
Outros,Outros,A88,26,TEA
Outros,Outros,A88,560,TEA
Outros,Outros,A88,4,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,16,TEA
Outros,Outros,A88,92,TEA
Outros,Outros,A88,323,TEA
Outros,Outros,A88,69,TEA
Outros,Outros,A88,24,TEA
Outros,Outros,A88,9,TEA
Outros,Outros,A88,52,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,57,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,204,TEA
Outros,Outros,A88,598,TEA
Outros,Outros,A88,186,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,67,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,104,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,11,TEA
Outros,Outros,A88,17,TEA
Outros,Outros,A88,276,TEA
Outros,Outros,A88,16,TEA
Outros,Outros,A88,7,TEA
Outros,Outros,A88,2550,TEA
Outros,Outros,A88,40,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,8,TEA
Outros,Outros,A88,10,TEA
Outros,Outros,A88,322,TEA
Outros,Outros,A88,62,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,10,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,17,TEA
Outros,Outros,A88,32,TEA
Outros,Outros,A88,4,TEA
Outros,Outros,A88,7,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,7,TEA
Outros,Outros,A88,10,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,11,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,18,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,70,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,16,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,21,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,13,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,34,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,71,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,757,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,95,TEA
Outros,Outros,A88,109,TEA
Outros,Outros,A88,71,TEA
Outros,Outros,A88,936,TEA
Outros,Outros,A88,79,TEA
Outros,Outros,A88,1029,TEA
Outros,Outros,A88,10,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,64,TEA
Outros,Outros,A88,199,TEA
Outros,Outros,A88,9,TEA
Outros,Outros,A88,271,TEA
Outros,Outros,A88,359,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,229,TEA
Outros,Outros,A88,31,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,30,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,8,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,47,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,13,TEA
Outros,Outros,A88,11,TEA
Outros,Outros,A88,4,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,9,TEA
Outros,Outros,A88,203,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,73,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,83,TEA
Outros,Outros,A88,61,TEA
Outros,Outros,A88,111,TEA
Outros,Outros,A88,56,TEA
Outros,Outros,A88,540,TEA
Outros,Outros,A88,131,TEA
Outros,Outros,A88,30,TEA
Outros,Outros,A88,40,TEA
Outros,Outros,A88,78,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,547,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,26,TEA
Outros,Outros,A88,414,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,9,TEA
Outros,Outros,A88,24,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,18,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,1461,TEA
Outros,Outros,A88,29,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,198,TEA
Outros,Outros,A88,311,TEA
Outros,Outros,A88,10,TEA
Outros,Outros,A88,1718,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,394,TEA
Outros,Outros,A88,8,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,87,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,4,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,106,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,7,TEA
Outros,Outros,A88,4,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,73,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,77,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,26,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,17,TEA
Outros,Outros,A88,97,TEA
Outros,Outros,A88,6,TEA
Outros,Outros,A88,404,TEA
Outros,Outros,A88,11,TEA
Outros,Outros,A88,23,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,4,TEA
Outros,Outros,A88,8,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,112,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,3,TEA
Outros,Outros,A88,5,TEA
Outros,Outros,A88,7,TEA
Outros,Outros,A88,349,TEA
Outros,Outros,A88,12,TEA
Outros,Outros,A88,8,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,2,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,1,TEA
Outros,Outros,A88,8,TEA
Outros,Outros,A88,3,TEA
